,root-EOD-Arabidopsis-1-451-3-R,root-EOD-Arabidopsis-2-452-3-R,root-EOD-Arabidopsis-3-453-3-R,root-EOD-Arabidopsis-4-454-3-R,root-EOD-Arabidopsis-5-455-3-R,root-EOD-Arabidopsis-6-456-3-R,root-EOD-Brachy-1-433-3-R,root-EOD-Brachy-2-434-3-R,root-EOD-Brachy-3-436-3-R,root-EOD-Brachy-4-437-3-R,root-EOD-Brachy-5-438-3-R,root-EOD-Brachy-6-439-3-R,root-EOD-Medicago-1-442-3a-R,root-EOD-Medicago-2-442-3b-R,root-EOD-Medicago-3-444-3a-R,root-EOD-Medicago-4-449-3a-R,root-EOD-Medicago-5-449-3b-R,root-EON-Arabidopsis-1-451-4-R,root-EON-Arabidopsis-2-452-4-R,root-EON-Arabidopsis-3-453-4-R,root-EON-Arabidopsis-4-454-4-R,root-EON-Arabidopsis-5-455-4-R,root-EON-Arabidopsis-6-456-4-R,root-EON-Brachy-1-433-4-R,root-EON-Brachy-2-434-4-R,root-EON-Brachy-3-436-4-R,root-EON-Brachy-4-437-4-R,root-EON-Brachy-5-438-4-R,root-EON-Brachy-6-439-4-R,root-EON-Medicago-1-442-4c-R,root-EON-Medicago-2-444-4b-R,root-EON-Medicago-3-444-4c-R,root-EON-Medicago-4-449-4c-R
sphinganine,8.31719139054288e-05,2.61618636014665e-05,1.51205757351117e-05,7.32232448883529e-05,2.40160856839165e-05,4.01118869032467e-05,0.000235028542855216,0.000562258063100027,0.000619426454597196,0.000244032081386174,0.00014846222929501,0.000704028699919548,9.00004972833092e-06,7.95500209412512e-06,4.20891331530186e-06,7.74090421362127e-06,6.23044785547544e-06,1.64830648948379e-05,3.25073750597573e-05,3.81162723021777e-05,3.6279545641442e-05,5.00998821695272e-05,0.00147117323822359,0.000260905897364831,0.000771569882432645,0.000108872609070438,0.000314829099722298,0.000353237859131284,0.000274581297949183,7.5109939549304e-06,1.46046476160836e-05,5.59577685142565e-06,6.86221542010994e-06
syringic acid,0.00101695314731042,0.000893001124661187,0.000906161886036263,0.000976451236395562,0.000405517526091839,0.00189647148568484,0.000537967146119838,0.000761334350115711,0.00147921000480034,0.00087766720765432,0.000484895392997844,0.000321366232108011,0.00167675889039307,0.000940570580983152,0.0017733882015672,0.00169174671656143,0.00234779882536819,0.000531888299236779,0.000591989879691489,0.000648292592257089,0.000974783615467145,0.000683155056993675,0.000800361585100819,0.000550200229188529,0.00095302959716285,0.000513164366541146,0.000359761023301309,0.000757730536745045,0.00101490888275106,0.00113276853987335,0.00212374621589752,0.000882220510021674,0.00275813150514906
trisaccharide (ex. raffinose),0.00120990415863207,0.000713327244097455,0.00125620007432769,0.000688054511320331,0.00045699858187848,0.00131986067937306,0.00602791998028637,0.000881480620451202,0.00655311045939697,0.00329074816200401,0.00411030481999152,0.00463335450212638,0.0012364885088797,0.00171525154730842,0.00169351240525462,0.00145329573077142,0.000963995132328011,0.00145613711464442,0.00121745987395862,0.00121256648290979,0.0013006204030361,0.00207411152464901,0.00602025092747926,0.00372967867084297,0.000870818642445919,0.00266932178903947,0.00251834917118589,0.000943373857326713,0.00531786132178091,0.00121091735016394,0.00351686534101292,0.00172206691683431,0.00270345923201039
tryptamine,0,3.95786916050163e-06,0,0,0,3.76862714110761e-06,0,0,0,0,0,2.84875430603285e-07,3.88098452932844e-05,2.74357363102096e-05,6.85996466245743e-06,7.32663662997485e-06,1.82279106754844e-05,0,8.92479851075226e-06,5.50694383721284e-06,0,0,4.58520486958849e-06,4.74829936474005e-06,2.35758385246676e-06,0,6.49569899017309e-06,1.44892412433307e-06,0,9.46726524457487e-06,2.56948951132523e-07,2.92860632045018e-05,2.87376755150002e-06
tryptophan,0.000176658764165264,0.000391325560074649,0.000301476690761476,0.000122014995388381,0.000144145265242064,0.000564955984681101,0,0,1.77491042418328e-05,1.40183238165166e-05,1.57948664519371e-05,1.37149732770869e-05,6.9687007258158e-05,4.69467011349805e-05,0.000130591906625553,0.000108855183508193,6.20080755135641e-05,0.000114132777136151,0.000246732569966927,7.00191664492812e-05,0.000838863428115622,0.000282816231650177,0.000154708845063545,1.11438981937367e-05,1.25583949820779e-05,0.000240638703640115,1.12132536615682e-05,1.43118814010187e-05,1.68751873172321e-05,6.6266165034221e-05,0.000339080444611151,7.71485979337204e-05,6.47903208599992e-05
tyramine and or isomers,0.000885441978611535,0.000672037907855906,0.000519464624502966,0.000756671531013883,0.000520755762923335,0.000816505881385688,0.00024571413463288,0.000190689699332373,0.000292194674744858,0.000324304702909066,0.000238917686629778,0.000242882685084966,0.00222855221849196,0.00300080258207769,0.00166823506590651,0.00236042256087415,0.0024313099046491,0.000731840412976031,0.000640852492666183,0.000468114146311547,0.000745927423877336,0.000582288013531444,0.000389227857360051,0.000242003076539303,0.000155711668581742,0.000506941100639746,0.00021852702106569,0.000164902981143906,0.000352213693044834,0.00152651392440698,0.00319162091641457,0.00097692770045775,0.00201644762602023
uric acid and or isomers,0.000117709896744606,4.54800619136395e-05,3.04346245935992e-05,8.25296450918538e-05,3.1357997084529e-05,6.12461232453537e-05,0.0011233062110248,0.000593981619083789,0.000164764993925245,0.000750428759691168,0.000577089767546556,0.000441344176990609,7.24034700444119e-06,0,9.43492774318957e-06,1.15401177142504e-05,1.5560215203002e-05,3.35335489057082e-05,4.6453025026888e-05,3.6326434661559e-05,0.000183211779297893,9.84642976827043e-05,0.000348929898580515,0.0005611431789088,0.000463562267377152,0.000786257863286665,0.00035042253232157,0.00010848465967646,0.00067393059431157,0,4.1824567425016e-05,0,0
uridine 5-diphospho-N-acetylhexosamine,4.61666969316086e-05,1.79313765405952e-05,5.20859198797032e-05,2.8035760628249e-05,1.70938712370365e-05,4.2917830465301e-05,0,4.51273535016391e-06,9.05576055077348e-06,0,5.35481114413068e-06,9.2165716981946e-06,2.53954393490826e-05,1.63426365411726e-05,1.87079835551801e-05,1.56984638691267e-05,2.07619699581241e-05,3.92253065554193e-05,1.76809853460428e-05,1.48411728138048e-05,6.46182610750605e-05,2.88477706128586e-05,8.11412287344354e-06,0,6.6257512514315e-06,2.86683353595105e-05,1.28588734929775e-05,6.87038836170697e-06,0,1.51999979177469e-05,2.17307819474621e-05,3.14360685401744e-05,8.06671635355041e-06
uridine 5-diphosphohexose,0.0368281445347633,0.00929885549092819,0.0433660327406375,0.0331877516868872,0.0123140832959313,0.0171971608191903,0.0110173252242659,0.00748143564969868,0.00489887206226184,0.00691641872350601,0.0094931671466699,0.00748214636868334,0.0123995625505015,0.00851036000325037,0.0246992123837403,0.0153301437375895,0.00837745458854124,0.0956721660980781,0.0325694399190302,0.0524013611288575,0.030428272448488,0.0857796428465157,0.0246448131548418,0.0126389064272102,0.0059641459133063,0.0822185312273847,0.00292396981818242,0.00167497612221151,0.00725034760066729,0.0175839645732991,0.0431517790205573,0.0169243809950518,0.0350353126362649
uridine 5-diphosphoric acid and or isomers,0.00217649085851802,0.00113321641058563,0.000847198337328511,0.00117911865495493,0.00077707438793908,0.00202655528658086,0.000501400595468666,0.000308262945564876,0.0002598731085044,0.000314873772216393,0.000321904107690827,0.00154922179754862,0.000693714174621248,0.00113855102531374,0.000856635396762553,0.00058184020042024,0.00103337904281851,0.00108499550278881,0.000816879076994653,0.00085832021069094,0.000974106081352348,0.000800841957061989,0.000346783527291598,0.000352160154048584,0.000209337117536845,0.000868566690483899,0.000179168380566821,0.00012646805014164,0.00019282266551384,0.000484420740013089,0.00164512567313419,0.000771375424739086,0.0005412456975641
uridine-5-monophosphoric acid,0.000464875750140931,0.000113996199279642,0.000196230851607434,0.00028346937628833,0.000110078658323064,0.000179730375489859,0.000367053302895035,0.000200387112790685,0.000211003271467257,0.000284541389725939,0.000260977011881984,0.000202311158771453,5.18222478601855e-05,4.13905209044645e-05,6.15684126097185e-05,5.06690430732071e-05,7.03450978404616e-05,0.000296629839784423,0.000216537818759855,0.000247546603409208,0.000257662474289418,0.000458832979408157,0.000186893335458537,0.000249205249235806,0.000177596800238426,0.000375052715676289,0.000260947363458418,0.000144770058394032,0.000267216115941006,5.82949817146716e-05,9.0667881817437e-05,8.18344393049488e-05,6.76988315730352e-05
valine,0.549281954774933,0.563315126294708,0.559896237299359,0.546910514700001,0.600783160502208,0.543646744553997,0.338051673955767,0.421281466975985,0.280765221261793,0.365896235549611,0.25448123397918,0.311918986354439,0.516569944564161,0.515074901739171,0.440949671912757,0.442439324237575,0.415565829712043,0.482147813337234,0.54817909399331,0.557691939749164,0.542600017341125,0.474006727581763,0.261296889235131,0.413775160808924,0.479894939606044,0.462331855775646,0.35485572844092,0.344712292070638,0.437974981968626,0.481817478428211,0.43981549560973,0.586037191720742,0.502323668959042
vanillic acid,0,0,0,0,0,0,0.000166542712362383,0.000105375325697366,0.000128686204594597,0.000126377242723328,0.000220462933033259,0.000113462834910621,0.000172467612504075,0.000261564230830254,0.000211384921177925,0.000244367279082005,0.000257054116472779,0,0,0,0,0,6.73756944425773e-05,0.000182074943810484,0.00010137509843895,0,0.000154687454906565,0.000135816650922662,0.000200132503941911,0.000189653084079738,0.000608638576019766,0.00017071490311765,0.000157752986712291
xanthosine,0.00052695011891364,0.000471682253023353,0.000140173933781638,0.00162122381259647,0.000577621067264697,0.000192581860082851,0.00157987740683252,0.000884049597895395,0.00108834189983361,0.00179370398945417,0.00223437279488866,0.00170395753714697,0.00145747148824288,0.00158932104645085,0.00121773005773641,0.00155180361828845,0.00170325970428798,0.000631318074544712,0.000970763627269925,0.000413103103565658,0.000664700805859235,0.000716276042421032,0.00121465873619434,0.00254371434121733,0.00125822762989258,0.000874944933544065,0.00105526384875818,0.000986315854398595,0.00434069203306532,0.00132026899533264,0.00374080908188378,0.00115432276416802,0.00298323014013709
xanthurenic acid,0,0,0,2.23389292940745e-05,0,0,0.00369522223190339,0.00333940574200943,0.00289531497779182,0.003788041188514,0.00298857438133828,0.00380252571994662,0.00138728156814865,0.00147675942790165,0.00145699691876272,0.00179548313190018,0.00194405334919201,0,0,0,0,0,0.00284596459953592,0.00401981574675146,0.00311661566949983,0.00075683361063691,0.00410250438898539,0.00258221292320233,0.00431435486856372,0.00145708946439454,0.00347947326781371,0.00110581846475003,0.0024524398231706
