function	A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A2	A3	A4	A5	A6	A7	A8	A9
2.1.1.133-RXN	13480.94	12667.28	15434.47	14838.74	17317.13	16172.12	16354.18	16698.78	16583.9	15523.399999999998	18773.08	17237.39	16153.37	15756.56	15429.4	14325.5	15093.55	13361.39
2.1.1.151-RXN	7519.059999999999	6657.679999999999	7466.209999999999	7420.41	5873.68	6524.639999999999	6802.4400000000005	7401.51	7131.919999999999	7061.8	7119.5	9367.72	8148.59	10053.47	9058.55	7099.34	6784.29	6176.94
2.1.1.17-RXN	7278.75	6044.33	7872.83	7622.5	5880.75	6676.09	7158.66	7228.25	7051.42	7315.42	7631.5	10169.17	8186.5	8921.83	8959.58	8386.25	6412.75	5808.16
2.1.1.34-RXN	4105.67	5319.74	4363.59	3965.32	6432.049999999999	6807.67	5651.49	5397.91	5351.58	5866.98	5086.1	5198.34	4523.389999999999	4362.41	4581.299999999999	4672.34	6118.64	5988.16
2.1.1.44-RXN	5231.85	5319.4	5948.28	5482.44	8531.939999999999	7467.24	7431.129999999999	7971.449999999999	7065.37	7294.13	9232.489999999998	6429.96	6553.6	3997.64	5200.27	5887.51	7042.52	6355.88
2.1.1.63-RXN	55363.29	53060.92999999999	56002.34	52607.25	61760.11	64688.11	59850.01999999999	61009.32000000001	62732.81999999999	61125.71000000001	58743.12	64342.41	62500.64	66610.36	62721.62	53753.42	53422.60999999999	55397.46
2.1.1.64-RXN	30455.0	24825.06	26704.13	23704.99	28604.12	34001.05	27917.74	29867.89	30327.72	29455.29	26211.11	32833.84	33610.12	41035.01	34002.49	23204.74	21768.31	24777.32
2.1.1.71-RXN	7278.75	6044.33	7872.83	7622.5	5880.75	6676.09	7158.66	7228.25	7051.42	7315.42	7631.5	10169.17	8186.5	8921.83	8959.58	8386.25	6412.75	5808.16
2.1.1.72-RXN	62751.76	62105.93	68122.28	66051.25	69836.11	71004.68000000001	70505.26999999999	68297.86	70910.70999999999	68252.85	61800.07	68162.9	65596.16	72245.18	73081.07	66471.36	65160.21	63235.54
2.1.1.74-RXN	8216.73	7429.94	8987.93	8862.21	6693.7	7222.74	8136.83	8027.7	7569.639999999999	8176.19	8197.27	10001.490000000002	9375.86	9596.39	10244.4	9564.68	7945.879999999999	6768.87
2.1.1.77-RXN	50619.32	45056.76	47667.23	43044.45	51456.88	58111.72	51319.72	52476.01	53219.92	52334.38	48053.91	55870.23	53348.99	61899.1	56098.93	43412.55	41363.09	45966.630000000005
2.1.1.79-RXN	45068.44	40586.67	45561.71	40689.34	46840.38	48416.490000000005	47631.100000000006	48606.41	49720.96000000001	49249.36	49927.15	56811.1	52645.87	56696.22	51950.7	40377.05	40781.31999999999	41096.380000000005
2.1.1.86-RXN	0.5	0.0	0.5	3.0	1.5	0.0	1.0	1.5	1.0	1.5	1.5	0.0	0.0	0.0	0.0	1.5	1.5	0.5
2.1.3.7-RXN	80.42	81.33	75.92	46.5	104.84	133.5	64.17	160.07999999999998	430.67	66.0	223.41	157.07999999999998	87.67	88.92	119.59	39.17	55.67	30.83
2.1.3.9-RXN	2107.85	1894.91	2544.0	2625.42	1892.06	2389.33	2779.32	2678.92	2300.33	2971.24	1829.02	2004.93	2005.4	1568.58	2155.23	2585.01	1886.47	2093.41
2.1.4.2-RXN	109.0	74.0	70.0	151.0	27.0	39.0	65.0	66.0	30.0	51.0	20.0	49.0	86.0	33.0	41.0	160.0	35.0	82.0
2.3.1.101-RXN	2537.0	2131.82	2104.1600000000003	1857.68	2691.49	3836.51	2254.67	2314.32	2789.66	2272.1800000000003	1538.98	2149.02	2193.16	3058.33	2054.67	1909.34	1798.84	2002.34
2.3.1.118-RXN	9279.82	8462.1	9098.92	8783.73	12100.07	11799.04	10136.6	11672.42	11324.49	10100.29	11931.01	10184.74	9964.58	9974.75	9109.24	8667.19	8917.07	8713.98
2.3.1.128-RXN	62618.23	62078.38	66375.82	63921.66	73291.66	75623.45	69104.93	71490.70999999999	70918.78	70679.66	71257.12	72920.22	75599.85999999999	73005.97	68336.16	66110.34	68013.19	66760.55
2.3.1.157-RXN	29774.120000000003	27630.65	30962.57	29786.4	33085.1	34333.18	32792.07	32449.64	33114.18	32427.66	31952.89	32985.23	33202.43	34429.89	33562.759999999995	29752.32	28715.9	28373.870000000003
2.3.1.165-RXN	191.25	177.5	141.25	163.0	277.5	179.5	215.5	317.75	548.0	205.0	357.25	300.25	137.0	133.25	206.75	149.0	220.5	116.5
2.3.1.168-RXN	4015.88	3771.62	3943.92	4898.619999999999	3192.97	4242.75	3094.4300000000003	4187.110000000001	4295.23	3497.54	3346.92	5031.9800000000005	6152.79	6055.23	5829.58	3630.17	3480.91	3439.13
2.3.1.179-RXN	55848.13	54052.92	59376.81	55348.32	66504.43	67261.79	62577.96	64040.77	65614.92	63554.19	61399.54	68198.28	66490.54	68525.5	62161.99999999999	55498.91	56531.64	56997.07
2.3.1.180-RXN	61020.15	63930.1	65989.95	61981.94	81075.13	78736.57999999999	74305.08	74270.73	73850.55	76100.37	76516.87	76772.65	72226.79	67867.03	66682.08	63188.34	70743.77	70826.91
2.3.1.184-RXN	3778.47	3680.14	4161.35	3687.57	3612.9	5439.92	3085.67	3660.39	5318.9400000000005	3723.65	3332.19	6018.51	5716.55	7422.44	5983.86	2990.71	3022.98	3268.54
2.3.1.41-RXN	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
2.3.1.89-RXN	359.14	616.07	359.06	1135.74	192.73	100.79	253.52	248.4	138.7	273.49	350.86	488.45	302.04	198.65	338.5	991.61	562.55	594.56
2.3.2.13-RXN	374.01	637.05	345.72	1032.62	223.23	108.79	264.27	188.86	150.06	207.74	347.17	441.56	994.04	197.15	316.75	1074.42	657.16	548.8399999999999
2.4.1.117-RXN	246.23	442.07	245.15000000000003	254.32	385.2	306.92	289.16	621.98	460.03	320.62	227.64	294.06	195.87	110.04	197.91000000000005	186.94	319.59000000000003	786.56
2.4.1.119-RXN	44.5	55.0	46.5	51.0	25.5	14.0	43.0	30.5	15.0	29.5	33.5	15.0	16.0	13.0	17.0	45.5	47.5	25.5
2.4.1.129-RXN	12691.97	13806.06	15552.92	16131.98	18776.05	16546.14	17464.7	17598.29	16206.5	17064.94	19132.38	14102.18	14740.18	10771.67	12930.829999999998	16005.65	17659.370000000003	15439.13
2.4.1.144-RXN	17.0	44.67	15.0	48.0	18.0	23.0	12.0	17.0	5.0	12.0	17.0	12.0	32.67	33.0	14.0	41.08	12.0	8.0
2.4.1.161-RXN	1528.0	915.0	731.0	1127.0	1385.0	1931.0	809.0	942.0	1222.0	831.0	841.0	986.0	1954.0	1712.0	2345.0	474.0	366.0	1264.0
2.4.1.19-RXN	242.0	193.08	667.34	244.42	159.42000000000002	166.32999999999998	235.33	268.92	211.83	192.08	146.5	197.25	301.25	279.75	492.42	159.0	396.17	239.25
2.4.1.211-RXN	3.0	2.0	1.0	5.0	0.0	0.0	2.0	3.0	0.0	0.0	4.0	0.0	2.0	0.0	2.0	7.0	2.0	4.0
2.4.1.212-RXN	488.52	643.83	307.01	545.6700000000001	497.64	448.17	387.14	324.17	408.33	349.48999999999995	542.51	1137.85	298.98999999999995	185.5	375.98	484.68	349.64	949.99
2.4.1.213-RXN	36.0	12.0	19.0	18.0	1.0	6.0	6.0	6.0	9.0	12.0	13.0	12.0	3.0	148.0	12.0	4.0	49.0	5.0
2.4.1.217-RXN	594.66	592.1599999999999	795.0	642.6600000000001	878.1700000000001	658.8400000000001	766.3299999999999	693.1800000000001	1037.66	906.85	1246.0	751.0	645.6600000000001	391.34	740.9900000000001	561.3299999999999	784.5	913.65
2.4.1.230-RXN	55.5	104.33	912.01	88.84	109.17	164.66	114.33	249.17	123.33	93.66	57.0	114.0	138.0	197.0	51.67	141.0	529.17	64.67
2.4.1.46-RXN	7.5	23.5	46.5	29.5	30.0	10.5	33.5	26.5	15.5	32.0	13.5	8.0	11.0	29.0	31.5	28.0	16.0	24.5
2.4.1.52-RXN	106.2	138.3	124.9	162.95	136.85	109.6	167.25	122.45000000000002	106.45	171.7	187.8	140.8	176.35	99.0	106.5	223.8	169.8	147.75
2.4.1.57-RXN	6229.18	6432.74	7445.43	6979.12	10426.44	8537.240000000002	8765.31	8857.59	8875.210000000001	8761.95	10983.32	7151.46	7566.25	4657.299999999999	6361.27	7287.51	8441.01	7674.050000000001
2.4.1.58-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.75	0.0	0.0
2.4.1.83-RXN	22927.68	24920.81	27689.26	26507.06	30810.17	27469.16	30437.94	29625.41	26532.64	29438.81	32423.49	27176.63	25675.62	21422.09	24833.94	27938.84	30989.66	28180.660000000003
2.4.2.12-RXN	1204.7199999999998	1637.59	1308.51	1163.65	1315.06	1791.7099999999998	1282.04	1503.59	1487.5300000000002	1243.7199999999998	1092.79	2264.79	1540.62	1879.93	1374.26	1201.27	1020.14	1754.13
2.4.2.37-RXN	193.0	142.5	131.5	122.5	132.0	179.0	171.5	210.0	153.5	173.5	215.5	410.0	216.5	203.0	288.0	155.0	119.5	162.0
2.5.1.19-RXN	31462.370000000003	31449.67	33092.32	32601.99	35798.09	37216.68	35379.0	35256.079999999994	36403.86	35597.119999999995	33607.54	36641.71	34929.29	36863.16	35116.76	32377.8	32546.99	32838.100000000006
2.5.1.39-RXN	28394.03	28626.98	29428.87	27539.8	31641.61	33479.17	31546.840000000004	31153.31	32761.97	32820.71	28438.86	35807.33	31619.72	35215.8	32395.3	27695.240000000005	29126.5	31546.81
2.5.1.41-RXN	0.5	0.0	0.5	3.0	1.5	0.0	1.0	1.5	1.0	1.5	1.5	0.0	0.0	0.0	0.0	1.5	1.5	0.5
2.5.1.42-RXN	329.5	170.0	272.0	388.0	533.83	344.0	381.67	684.67	269.5	346.17	699.0	540.33	272.33	410.5	258.5	315.33	378.83	265.33
2.5.1.43-RXN	130.5	105.33	194.33	193.0	64.83	116.0	120.83	116.67	55.5	106.17	141.17000000000002	84.0	139.17000000000002	61.0	171.67000000000002	155.67000000000002	79.5	89.5
2.5.1.44-RXN	3550.2200000000003	2976.16	3912.66	3518.42	2866.4	3397.8900000000003	3578.84	3641.03	3651.44	3646.12	3611.5	4957.57	4156.42	4508.33	4463.65	3888.45	3164.55	2841.14
2.5.1.46-RXN	4477.27	5989.89	6172.910000000001	6320.51	7120.77	7005.66	6791.48	5825.139999999999	6406.549999999999	6091.04	4622.4400000000005	6047.59	4537.450000000001	5385.3	5174.110000000001	6532.01	7021.28	6909.9
2.5.1.64-RXN	7351.42	9175.509999999998	10404.96	10465.33	13294.05	12166.87	11700.82	10848.66	11441.01	11149.31	11950.19	10907.95	9284.9	7897.98	7708.309999999999	10495.3	12595.81	10594.48
2.5.1.66-RXN	0.0	2.0	1.0	0.0	0.0	0.0	1.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0
2.5.1.68-RXN	6567.99	6502.73	7758.109999999999	6760.28	10206.78	8652.41	9092.47	9486.45	8793.53	9094.98	11566.0	8223.79	8063.92	5124.65	6762.92	6794.85	8751.35	8052.700000000001
2.6.1.18-RXN	18490.51	15503.85	16465.300000000003	14863.02	15941.97	19868.65	16493.07	17088.879999999997	18551.56	17350.489999999998	14649.28	20898.18	20434.49	26085.04	21562.32	14472.389999999998	13078.97	14420.04
2.6.1.22-RXN	11255.98	10785.25	11050.78	10484.27	14240.830000000002	14363.739999999998	12802.92	13102.79	12847.31	11874.85	13768.76	11589.12	11955.57	12322.05	11275.27	10244.56	11448.43	11503.93
2.6.1.30-RXN	68.0	46.5	63.5	57.75	80.25	117.0	63.25	56.25	63.25	43.5	89.0	33.0	92.75	115.0	165.5	27.0	35.0	57.75
2.6.1.33-RXN	4.0	5.0	5.0	15.0	15.0	6.0	5.0	5.0	1.0	2.0	1.0	2.0	5.0	2.0	4.0	14.0	4.0	4.0
2.6.1.37-RXN	2729.28	2784.62	2370.69	2747.7500000000005	2626.74	3689.14	2152.25	2566.3	3118.2300000000005	2441.71	1423.34	2236.69	2329.13	3174.4800000000005	2083.73	2485.1200000000003	2114.4500000000003	2377.27
2.6.1.40-RXN	0.0	14.0	14.0	23.0	12.0	10.0	24.0	14.0	10.0	4.0	6.0	3.0	1.0	4.0	4.0	14.0	6.0	12.0
2.6.1.50-RXN	2.67	2.0	0.67	8.33	1.67	3.0	2.0	0.33	1.0	1.67	3.33	0.33	1.33	1.0	3.67	6.33	6.0	3.0
2.6.1.57-RXN	19996.65	16516.86	15278.47	13150.62	17446.659999999996	22242.48	15795.780000000002	17140.68	19543.11	16995.989999999998	13960.67	20865.74	21520.87	30480.56	22304.31	11910.38	11755.21	14740.16
2.6.1.82-RXN	1015.87	1345.16	1166.3200000000002	1474.04	1343.7999999999995	975.73	1408.25	1184.22	1281.14	884.02	1587.85	893.2	804.6400000000001	532.08	923.51	1370.55	1078.26	1436.59
2.7.1.148-RXN	26351.15	24740.98	27789.520000000004	26404.51	29655.64	31136.43	29221.64	29070.71	30058.120000000003	28787.869999999995	28417.74	30117.29	30104.47	31883.57	29699.21	26279.99	25802.770000000004	25581.28
2.7.1.156-RXN	19902.25	19270.78	20875.65	19602.43	23502.73	23865.21	21859.83	22198.35	23222.53	22117.98	22073.32	26133.58	24273.04	26753.22	23346.870000000003	19025.93	20991.18	20202.12
2.7.1.63-RXN	7303.4	7103.08	9225.2	7681.540000000001	10920.68	9459.77	9857.919999999998	10266.7	9558.4	9934.36	12355.54	8798.59	8607.89	5858.83	7524.71	7843.210000000001	9661.66	8685.1
2.7.1.69-RXN	51194.62	47518.37	48842.4	50448.77	52319.63	55443.8	50540.11	52492.42	52202.58	51937.25	53888.2	55175.73	60758.7	63527.03	57887.02	50343.83	45015.83	47749.4
2.7.1.90-RXN	1388.0	1186.83	1620.33	1383.0	1120.0	1487.84	1246.16	1284.0	1733.67	1369.67	1155.0	2151.67	1826.5	2370.83	1781.83	1033.0	1265.0	1084.16
2.7.10.1-RXN	4481.35	3552.66	3533.9900000000002	3510.51	5170.17	5988.16	3816.1800000000003	3973.82	4565.16	3688.8199999999997	3501.8199999999997	3677.3300000000004	4895.0	5154.139999999999	4650.33	2800.3199999999997	3144.5	3791.5
2.7.13.1-RXN	10195.7	6911.95	6354.860000000001	5013.41	8202.93	10301.990000000002	6507.63	7439.200000000001	9109.7	7469.16	6610.75	10486.43	10762.78	14470.9	10367.0	4467.5	4192.210000000001	7044.48
2.7.13.3-RXN	287997.78	268864.44999999995	294983.0	280836.43	318297.94	332144.46	313193.56000000006	313393.36	318172.58	313170.41000000003	304544.47000000003	322348.86	320973.35	336973.96	324150.51	281384.58	273976.01	277170.09
2.7.3.9-RXN	28033.3	25382.9	27559.08	25893.69	29107.52	31153.34	28785.32	29458.15	29606.06	29299.05	29379.34	31780.44	32899.88	34749.380000000005	32478.31	25949.480000000003	25062.28	25340.06
2.7.7.1-RXN	4877.01	4445.12	4022.87	2804.55	4955.09	6474.33	4045.96	4674.85	5375.69	4369.49	2859.92	4939.57	5039.6	6909.07	4323.65	3032.25	2794.2200000000003	4642.969999999999
2.7.7.13-RXN	37962.47	38877.97	42426.61	42134.19	47247.8	48773.2	45171.380000000005	43952.37	46380.11	43329.78999999999	40898.68	42202.25	42834.76	44026.37	43337.75	41481.5	41978.12	41273.04
2.7.7.14-RXN	3.0	0.0	0.0	1.0	2.0	1.0	2.0	16.0	0.0	14.0	0.0	1.0	0.0	5.0	1.0	6.0	11.0	2.0
2.7.7.15-RXN	0.79	4.79	2.5	4.57	0.0	1.0	1.07	1.0	3.0	1.21	5.0	0.07	1.29	12.5	17.0	4.0	5.14	1.86
2.7.7.33-RXN	10006.48	8534.619999999999	9649.34	8279.11	10069.87	11185.04	9693.52	10194.509999999998	10905.93	10617.24	8855.98	12379.740000000002	11536.03	13579.95	10802.240000000002	8389.44	8481.96	8864.029999999999
2.7.7.39-RXN	1430.0299999999995	1570.07	1665.38	1606.07	1528.0	1543.54	1676.91	2014.09	1962.28	1530.89	2342.75	2821.02	1537.13	1333.91	1771.67	1384.54	1908.31	1797.52
2.7.7.60-RXN	28343.99	26885.68	29928.38	28558.450000000004	32227.370000000003	33114.0	31883.73	32095.43	32353.38	31743.22	31237.28	33354.590000000004	32937.19	33258.240000000005	31798.1	28433.94	28481.6	28614.36
2.7.7.61-RXN	0.0	29.67	0.0	39.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.67	0.0	0.0	4.33	0.0	0.0
2.7.7.8-RXN	30872.44	30136.64	32615.74	31196.72	35449.42	36869.69	35321.07	34166.13	35083.51	34904.98	33590.22	36064.89	34571.75	36551.55	34656.75	31319.32	31655.57	31613.2
2.7.8.11-RXN	730.3299999999999	608.8299999999999	880.6700000000001	734.5	659.0	614.3299999999999	887.0	868.5	751.3299999999999	740.1700000000001	1088.5	1318.83	910.17	799.8299999999999	953.67	587.0	1051.17	722.5
2.7.8.12-RXN	5783.28	5598.679999999999	6758.049999999999	6021.49	9537.6	9156.61	7717.049999999999	8576.4	9021.45	7768.37	9725.18	5493.8	6807.06	4359.360000000001	6232.35	6351.17	8497.67	7817.92
2.7.8.14-RXN	0.0	0.24	0.24	0.0	0.0	0.76	0.0	0.0	0.24	1.0	0.0	0.76	0.0	0.0	0.5	0.76	0.0	1.0
2.7.8.15-RXN	0.5	0.0	0.5	3.0	1.5	0.0	1.0	1.5	1.0	1.5	1.5	0.0	0.0	0.0	0.0	1.5	1.5	0.5
2.7.8.24-RXN	3181.85	3140.48	3646.13	3625.6	2523.45	2960.29	3073.86	3161.2	3523.37	3236.82	3201.2	4651.87	3925.5	4433.18	3999.78	3309.5	3153.2	2519.56
2.7.8.25-RXN	10409.47	8455.73	7178.75	7318.9	9373.52	11668.51	7875.22	8578.74	9390.54	8285.88	7298.469999999999	9923.73	10762.51	14220.02	11220.06	6729.469999999999	5628.18	8027.29
2.7.8.6-RXN	2542.5	2115.75	2099.0	1683.75	2719.5	3776.75	2111.25	2325.25	2930.5	2278.5	1498.25	2129.83	2311.42	3169.75	1955.75	1816.42	1560.75	2007.25
2.7.9.3-RXN	17783.22	16415.34	17300.449999999997	16251.02	21009.51	22280.81	19128.06	18490.72	19764.95	18326.41	17539.77	17610.559999999998	19389.22	21109.42	19405.83	16277.51	15437.46	16264.43
2.8.1.6-RXN	26893.1	26280.72	27883.35	26509.24	32065.25	34381.630000000005	30498.4	30333.5	31156.800000000003	30906.85	28928.8	31476.11	30642.64	32003.38	30188.17	26876.870000000003	27231.51	28244.18
2.8.3.10-RXN	9.2	43.470000000000006	9.4	45.2	18.6	21.6	20.0	11.2	16.2	20.2	9.8	1.8	13.27	5.0	6.0	25.13	25.8	29.0
2.8.3.13-RXN	113.0	88.0	89.0	147.0	93.0	45.0	112.0	167.0	56.0	92.0	130.0	172.0	123.0	43.0	138.0	180.0	80.0	101.0
2.8.3.7-RXN	1018.4	981.6	667.3	485.9	1174.7	1023.7	988.0	854.4000000000001	801.4000000000001	1035.9	753.1	865.6	917.7	1797.0	1045.5	1009.6	871.1	672.5
2.8.3.9-RXN	1925.77	2038.35	2052.34	3231.99	1517.46	1352.87	1734.5300000000002	1655.8	1460.44	1825.14	2193.55	2426.69	1524.91	1701.63	1916.75	3389.6800000000003	1957.94	1970.96
2.9.1.1-RXN	10762.37	10334.43	10615.57	9987.33	13090.58	12397.28	12044.25	11277.12	11329.66	11979.47	12507.01	11838.44	12066.86	11353.34	11455.259999999998	10923.679999999998	10283.36	10091.73
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	1372.65	1596.39	1604.87	1409.8000000000002	1653.41	1770.69	1433.67	2173.28	2083.1900000000005	1540.43	1593.08	2064.8900000000003	2328.15	2221.6000000000004	1947.55	1196.15	1555.85	2186.34
25-DIOXOVALERATE-DEHYDROGENASE-RXN	1.33	1.33	0.83	1.17	0.33	0.67	0.5	0.83	1.5	0.17	0.5	0.67	0.83	0.17	0.67	0.5	0.5	0.5
2OXOGLUTDECARB-RXN	29323.36	28103.23	28717.58	27474.38	30878.01	34103.45	31214.75	30904.300000000003	31455.43	31782.66	29166.38	32859.66	32222.66	35696.149999999994	33051.41	27801.91	27828.74	29332.88
2PGADEHYDRAT-RXN	32022.31	31150.6	33269.97	31932.51	36074.6	37621.630000000005	35593.31	35593.75	36222.14	35842.02	33780.68	37042.36	35683.27	38196.72	35976.75	31946.29	32296.87	32443.28
2TRANSKETO-RXN	58002.310000000005	58614.62	61284.03	59272.43	67950.63999999998	69274.84	65978.53	66444.59	67971.91	66444.68	67722.41	71786.37	66611.66	68198.24	65149.43	59280.39	59879.32	61436.04999999999
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	30933.45	30330.960000000003	33005.68	31230.31	35576.07	37916.61	34792.34	34077.78	36320.26	35335.759999999995	33207.41	37679.56	35884.83	38382.03	35408.58	31220.72	31839.4	31862.15
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	268.32	579.3299999999999	377.34	313.65	368.99	409.34	556.67	508.99	284.0	361.99	165.33	96.66	146.99	114.33	73.32	564.3299999999999	351.67	504.0
3-DEHYDROQUINATE-DEHYDRATASE-RXN	32901.4	31970.49	34869.16	33115.5	37129.91	39223.78999999999	36831.06	36440.03	37772.880000000005	37181.33	34955.54000000001	39406.68	37592.55	40436.84	37524.55	32943.59	33749.63	33484.95
3-DEHYDROQUINATE-SYNTHASE-RXN	32892.95	31969.5	35135.0	33578.5	37977.84	39078.09	37508.6	36640.97	37060.1	37107.79	36387.06	38540.45	36350.29	38447.74	36758.77	33681.89	34184.57	33342.270000000004
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	156.32999999999998	134.82999999999998	151.67000000000002	189.0	173.5	137.82999999999998	201.0	193.0	132.32999999999998	174.17000000000002	159.5	318.33000000000004	347.17	124.83	137.67000000000002	176.5	167.67000000000002	143.0
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	2200.0	1653.83	2007.66	2173.67	1678.16	1650.5	2170.67	1991.0	1588.83	2133.34	2286.17	2691.17	2204.0	1801.17	2499.34	2750.33	1871.0	1591.33
3-HYDROXY-KYNURENINASE-RXN	20828.58	19374.68	19608.68	17314.89	24060.59	25612.36	21823.39	23080.87	23145.86	22666.17	21744.38	24568.43	23717.04	26207.24	22861.110000000004	16937.57	19112.63	21643.12
3-HYDROXYASPARTATE-ALDOLASE-RXN	54.0	17.0	35.5	36.0	20.0	19.0	23.0	18.0	23.0	23.0	17.5	23.0	24.5	49.0	41.0	15.0	15.0	15.5
3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN	8.0	4.0	5.0	0.0	48.0	0.0	2.0	8.0	2.0	3.0	0.0	0.0	1.0	3.0	1.0	3.0	5.0	2.0
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	25418.96	21556.24	23792.89	22518.96	25759.33	27858.49	24654.81	26002.43	26563.71	25809.08	26132.93	29143.75	29060.01	31307.17	29240.38	22154.97	20835.84	21974.35
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	44120.88	44086.86	45966.3	43523.28999999999	54745.11	52524.48	51870.04	53095.84	50321.8	50500.06	55602.5	50597.67	48824.54	46510.33	48485.89	44604.92	47472.96	48904.79
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	35274.64	35429.45	37775.9	36593.89	36293.84	40808.38	38268.15	36985.88	40271.3	39645.86	32995.92	44770.48	40297.12	47058.4	40842.89	36886.600000000006	36226.880000000005	35519.65
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	54912.3	49794.47	54037.43	48784.47	59814.19	67003.18	56324.93	60101.64	62380.4	58360.01	53948.36	63690.75	62616.55	70764.83000000002	60524.07000000001	50061.12	48746.41	49464.06
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	73.0	60.0	53.0	69.0	60.0	46.0	66.0	93.0	49.0	73.0	69.0	104.0	65.0	20.0	59.0	100.0	43.0	57.0
3-NUCLEOTID-RXN	7495.55	6827.69	7003.41	7412.63	7610.82	7702.389999999999	6965.21	7524.969999999999	7892.450000000001	7088.56	7568.059999999999	8471.26	9781.05	9509.68	9228.0	6763.82	6653.1900000000005	7862.790000000001
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	34766.71	31839.439999999995	33440.31	32460.0	36582.01	41516.15	34850.66	34759.509999999995	39271.850000000006	35501.13	29303.47	36896.0	39221.48	43945.03	38397.98	31355.2	28971.66	33805.17
3-OXOACID-COA-TRANSFERASE-RXN	43255.12	41465.45	40748.47	38212.71	44775.53	48764.64	43340.02	44863.47	46002.97	46109.69	42294.02	53735.43	46882.49999999999	54876.07000000001	49515.21	37251.59	38375.17999999999	42490.990000000005
3-OXOACYL-ACP-REDUCT-RXN	189346.0	183349.73	195445.83	186506.1	219715.26	217285.69	211520.47	212213.21	212182.98	211109.39	220372.41	220717.65	215268.96	211791.91	210699.8	191576.06	193593.54	191316.36
3-OXOACYL-ACP-SYNTH-BASE-RXN	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
3-OXOACYL-ACP-SYNTH-RXN	24393.48	24641.87	22915.58	20210.2	25070.45	31339.7	25020.74	24005.48	26990.53	26614.98	18492.1	29018.54	25232.36	34347.09	24730.42	20895.45	21866.34	24929.730000000003
3-OXOADIPATE-COA-TRANSFERASE-RXN	13964.4	12512.76	13069.4	11230.17	14051.59	18024.230000000003	12454.99	13078.990000000002	15473.86	12899.39	10519.18	14555.990000000002	15228.29	19575.93	16465.28	10053.95	10902.51	12989.03
3-OXOADIPATE-ENOL-LACTONASE-RXN	24906.31	22409.45	25455.75	23083.35	28285.84	28455.75	27259.27	27907.23	27153.72	27479.08	30090.66	29570.37	28856.08	29598.94	28311.15	22746.57	23396.13	23083.17
3-OXOSTEROID-1-DEHYDROGENASE-RXN	3401.02	3262.76	4099.05	3555.17	5211.16	3271.28	5090.530000000001	5087.76	4786.949999999999	4700.68	7094.280000000001	5549.13	4915.15	3605.53	3785.78	3391.63	4111.45	4094.16
3.1.1.56-RXN	47.0	34.0	46.0	55.0	23.0	9.0	34.0	57.0	17.0	34.0	17.0	21.0	14.0	26.0	28.0	20.0	51.0	34.0
3.1.1.64-RXN	5087.52	5597.48	5536.98	6320.110000000001	6152.63	5217.67	5668.799999999999	6193.49	5519.93	5483.48	6521.5	5927.23	5356.45	4909.219999999999	5237.1900000000005	6188.73	6077.49	5654.25
3.1.1.73-RXN	11702.15	10830.62	12358.27	9934.97	14852.49	15902.85	12912.17	13023.84	15043.600000000002	12862.44	12746.63	12025.3	12422.0	15257.159999999998	12410.63	9157.11	10855.89	11867.78
3.1.1.74-RXN	1302.0300000000002	1034.75	764.25	1044.7800000000002	1152.22	639.61	1730.59	1351.78	840.74	1034.72	1661.37	1418.85	848.39	467.92	632.48	1036.83	1249.75	1525.51
3.1.1.75-RXN	18481.12	14235.87	15110.1	12747.670000000002	15667.05	19294.8	14906.339999999998	16330.42	17412.69	16132.97	14379.8	20644.85	20601.34	26125.59	21641.83	12726.51	10985.62	13875.71
3.1.1.81-RXN	291.61	304.39	243.61	420.09	153.12	110.05	189.95	197.75	183.34	262.38	228.61	175.14	206.47	103.08	248.95	499.79	322.71000000000004	363.25
3.1.11.1-RXN	10686.69	8725.130000000001	8311.3	7152.219999999999	9821.58	12407.29	8761.79	9159.990000000002	10621.47	9314.08	7454.59	10792.26	11814.1	15996.27	12369.51	6313.74	6142.9	8496.25
